Nombre,Ubicacion,Url,Salario,Modalidad,Descripcion
Agente De Soluciones Digitales Claro Modo Teletrabajo,None,/agente-de-soluciones-digitales-claro-modo-teletrabajo-en-babahoyo-ID-1290364,None,None,"Unete al equipo NEXTCORE Y CLARO lider en ventas de servicios Fijos y moviles en todo el Ecuador y alcanza el exito con nosotrosTienes pasion por las ventas y habilidades excepcionales para conectar con las personasEsta es tu oportunidadEstamos buscando Agentes de Ventas comprometidos, dinamicos y proactivos para formar parte de nuestro equipo.Si te encanta trabajar con personas desde casa, en campo, mediante redes sociales y cerrar negocios, alcanzar tus metas personales y economicas te queremos con nosotrosQue haras• Identificar, contactar, gestionar, cerrar nuevos y potenciales que necesiten Internet por Fibra Optica o planes Moviles en tu ciudad o en todo el Pais • Promocionar nuestros innovadores servicios y sus valores agregados • Cerrar ventas, cumpliendo y superando los objetivos establecidos.• Construir relaciones solidas y brindar un servicio postventa de calidad para garantizar la satisfaccion de nuestros clientes.Que buscamos• Ganas de triunfarExperiencia en ventas es un plus, pero lo mas importante es tu actitud.• Excelentes habilidades de comunicacion, persuasion y negociacion.• Autonomia, proactividad y capacidad para trabajar en equipo.• Deseable: conocimiento de productos y servicios telecomunicaciones e internet• PC o laptop, Internet y llamadas telefonicas Que te ofrecemos• Ingresos sin limites: Sueldo + Comisiones por ventas, evaluacion por corto periodo de prueba para contratacion fija, Bonos y Premios o solo comisiones muy buenas• Capacitacion constante para desarrollar tus habilidades.• Posibilidades reales de crecimiento profesional en una empresa lider.• Un ambiente de trabajo motivador, dinamico y colaborativo en modo Teletrabajo No esperes mas para transformar tu futuroEnvia tu CV a ****** y preparate para formar parte de una experiencia profesional unica.Te estamos esperandoSolicita una entrevista al 0968406730www.nextcore.net.ec"
Agente De Soluciones Digitales Claro Modo Teletrabajo,None,/agente-de-soluciones-digitales-claro-modo-teletrabajo-en-quito-ID-1290365,None,None,"Unete al equipo NEXTCORE Y CLARO lider en ventas de servicios Fijos y moviles en todo el Ecuador y alcanza el exito con nosotrosTienes pasion por las ventas y habilidades excepcionales para conectar con las personasEsta es tu oportunidadEstamos buscando Agentes de Ventas comprometidos, dinamicos y proactivos para formar parte de nuestro equipo.Si te encanta trabajar con personas desde casa, en campo, mediante redes sociales y cerrar negocios, alcanzar tus metas personales y economicas te queremos con nosotrosQue haras• Identificar, contactar, gestionar, cerrar nuevos y potenciales que necesiten Internet por Fibra Optica o planes Moviles en tu ciudad o en todo el Pais • Promocionar nuestros innovadores servicios y sus valores agregados • Cerrar ventas, cumpliendo y superando los objetivos establecidos.• Construir relaciones solidas y brindar un servicio postventa de calidad para garantizar la satisfaccion de nuestros clientes.Que buscamos• Ganas de triunfarExperiencia en ventas es un plus, pero lo mas importante es tu actitud.• Excelentes habilidades de comunicacion, persuasion y negociacion.• Autonomia, proactividad y capacidad para trabajar en equipo.• Deseable: conocimiento de productos y servicios telecomunicaciones e internet• PC o laptop, Internet y llamadas telefonicas Que te ofrecemos• Ingresos sin limites: Sueldo + Comisiones por ventas, evaluacion por corto periodo de prueba para contratacion fija, Bonos y Premios o solo comisiones muy buenas• Capacitacion constante para desarrollar tus habilidades.• Posibilidades reales de crecimiento profesional en una empresa lider.• Un ambiente de trabajo motivador, dinamico y colaborativo en modo Teletrabajo No esperes mas para transformar tu futuroEnvia tu CV a ****** y preparate para formar parte de una experiencia profesional unica.Te estamos esperandoSolicita una entrevista al 0968406730www.nextcore.net.ec"
Agente De Soluciones Digitales Claro Modo Teletrabajo,None,/agente-de-soluciones-digitales-claro-modo-teletrabajo-en-machala-ID-1290366,None,None,"Unete al equipo NEXTCORE Y CLARO lider en ventas de servicios Fijos y moviles en todo el Ecuador y alcanza el exito con nosotrosTienes pasion por las ventas y habilidades excepcionales para conectar con las personasEsta es tu oportunidadEstamos buscando Agentes de Ventas comprometidos, dinamicos y proactivos para formar parte de nuestro equipo.Si te encanta trabajar con personas desde casa, en campo, mediante redes sociales y cerrar negocios, alcanzar tus metas personales y economicas te queremos con nosotrosQue haras• Identificar, contactar, gestionar, cerrar nuevos y potenciales que necesiten Internet por Fibra Optica o planes Moviles en tu ciudad o en todo el Pais • Promocionar nuestros innovadores servicios y sus valores agregados • Cerrar ventas, cumpliendo y superando los objetivos establecidos.• Construir relaciones solidas y brindar un servicio postventa de calidad para garantizar la satisfaccion de nuestros clientes.Que buscamos• Ganas de triunfarExperiencia en ventas es un plus, pero lo mas importante es tu actitud.• Excelentes habilidades de comunicacion, persuasion y negociacion.• Autonomia, proactividad y capacidad para trabajar en equipo.• Deseable: conocimiento de productos y servicios telecomunicaciones e internet• PC o laptop, Internet y llamadas telefonicas Que te ofrecemos• Ingresos sin limites: Sueldo + Comisiones por ventas, evaluacion por corto periodo de prueba para contratacion fija, Bonos y Premios o solo comisiones muy buenas• Capacitacion constante para desarrollar tus habilidades.• Posibilidades reales de crecimiento profesional en una empresa lider.• Un ambiente de trabajo motivador, dinamico y colaborativo en modo Teletrabajo No esperes mas para transformar tu futuroEnvia tu CV a ****** y preparate para formar parte de una experiencia profesional unica.Te estamos esperandoSolicita una entrevista al 0968406730www.nextcore.net.ec"
Contador/Ra,None,/contador-ra-en-pichincha-ID-1290388,None,None,"Empresa dedicada a la fabricacion de cafe ubicada en la parroquia Yaruqui se encuentra en la busqueda de un/a CONTADORFunciones:Elaboracion de estados financieros.Registros y control de transacciones contables.Planificacion y elaboracion de presupuestos.Analisis de costos y rentabilidad.Gestion de riesgos financieros.Asesoramiento fiscal y tributaria.Participacion en la resolucion de acciones financieras estrategicas.Tendra a cargo un equipo de trabajo a sus ordenes: asistente contable, auxiliar contable y secretariaRequisitos:CPA autorizado5 anos minimo de experiencia en cargos de CONTADOR GENERALVivir cerca de la ubicacion Yaruqui o sus alrededores.Gestion de equipos.La empresa ofrece:Sueldo fijo bajo servicios profesionalesBono por cumplimientoMovilizacion"
Desarrollador Junior,None,/desarrollador-junior-en-guayaquil-ID-1290394,None,None,PHPJAVAJAVASCRIPT.NETGIT/GITHUBSQLSQL SERVERCRYSTAL REPORT 7CRYSTAL REPORT 9VISUAL BASIC 6BOOTSTRAPFACILIDAD DE COMUNICACIONMANEJO DE ANDROID STUDIOCONOCIMIENTOS EN LENGUAJE FLUTTER
Tecnico De Instalaciones Y Servicio Tecnico,None,/tecnico-de-instalaciones-y-servicio-tecnico-en-quito-ID-1290400,None,None,"Empresa de Telecomunicaciones requiere incorporar a su equipo un Tecnico de Instalaciones y Servicio Tecnico.REQUISITOS:• Tecnologo Electronico, Electrico, o Telecomunicaciones.• Experiencia minimo 3 anos en puestos similares.• Certificaciones CCNA• Certificado de Trabajo en Alturas• Configuracion de Redes Inalambricas• Experiencia en instalacion y reparacion de equipos de Respaldo de energia• Configuracion de equipos de Telefonia VoIPQue te ofrecemos• Estabilidad laboral• Beneficios de ley, incentivos, plan carrera, beneficios propios de la empresa.• Capacitaciones internas y externas.Si deseas formar parte de nuestro equipo aplica ahora."
Tecnico Especialista En Reparar Placas Electronicas Apple Y Dell,None,/tecnico-especialista-en-reparar-placas-electronicas-apple-y-dell-en-guayaquil-ID-1290403,None,None,"Por apertura de nueva sucursal, estamos en la busqueda de un joven o senorita con amplios conocimientos en electronica aplicada en la reparacion de placas electronicas principalmente de equipos Apple y Dell.Debe conocer el manejo y la utilizacion de los siguiente:1.- Osciloscopio2.- Microscopio3.- Camara de Imagenes Termicas4.- Diagrama esquematico5.- Boardview6.- Estacion de calor7.- Estacion de soldarDaremos prioridad a quienes vivan en el norte de Guayaquil o cerca a nuestras instalaciones.Nota: no estamos buscando jovenes para aprender o ensenar, buscamos un profesional con experiencia en lo que se pide.No es necesario que tengas titulos universitarios, las pruebas seran a nivel componente y de forma real en nuestro taller.Es necesario que sepas ingles intermedio."
Analista De Servicio Tecnico,None,/analista-de-servicio-tecnico-en-quito-ID-1290426,None,None,"Estamos buscando un Analista de Servicio Tecnico Te apasiona trabajar en servicio tecnico de equipos, reactivos e insumos para laboratorio clinico Unete a nuestro equipoEstamos en la busqueda de una persona motivada, comprometida y con experiencia Si cumples con los siguientes requisitos, queremos conocerteSe busca Ingeniero o Tecnologo en Electronica, Mecatronica, Biomedicina o carrera a fines.ACTIVIDADES Y FUNCIONES - Realizar el mantenimiento periodico de sistemas y equipos;- Organizar los arreglos de salidas de campo;- Justificar con documentacion los gastos realizados durante las giras o salidas;- Proporcionar asistencia tecnica con la operacion del equipo al cliente;- Detectar las averias en los sistemas, equipos y aplicaciones; - Realizar diagnosticos del mal funcionamiento del hardware y el software; - Encontrar soluciones a cualquier falla e implementarlas; - Reemplazar las partes danadas o con averias en los equipos cuando sea necesario; - Elaborar informes sobre el estado de los equipos;- Aprender sobre nuevas aplicaciones o tecnologias;- Mantener el area de trabajo siempre limpia y ordenada;- Disponibilidad para viajar.Ofrecemos: Un ambiente de trabajo dinamico y flexible.Oportunidades de crecimiento y desarrollo profesional.Salario competitivo y otros beneficios.Si estas interesado/a, envia tu CV y carta de motivacion a ****** Esperamos tu postulacion para ser parte de nuestro equipo"
Contador,None,/contador-en-ambato-ID-1290152,None,None,"Distribuidora de materiales electricos y de la construccion.Nos encontramos requiriendo Contador autorizado CPA para la ciudad de AmbatoRequisitos:-Tiempo completo-Experiencia: minimo de 1 ano-Educacion: Lic/Ing.Contabilidad, asociados.-Conocimiento: Excel avanzado y contabilidadSe tomaran unicamente las hojas de vida enviadas al correo: paola.intriago demaco.ec o a talentohumanob23 hotmail.com Asunto: Cargo + ciudad""Contador - Ambato"""
Desarrollador Web Y Android,None,/desarrollador-web-y-android-en-guayaquil-ID-1290153,None,None,Conocimientos en:PhpJavaJava Script.NETGit/GitHubSqlSql ServerCrystral Report 7Crystal Report 9BootstrapFacilidad de comunicacionManejo de Android estudioConocimientos en lenguaje Flutter
Tecnico En Refrigeracion Y Climatizacion - Manta,None,/tecnico-en-refrigeracion-y-climatizacion-manta-en-manta-ID-1290160,None,None,"Buscamos tecnicos con experiencia minima de 1 anos en Proyectos de refrigeracion y climatizacionCon experiencia en:-Mantenimiento Preventivo y Correctivo de aires acondicionados tipo Split, Centrales, Ducto.-Instalacion de equipos de climatizacion residencial, comercial e industrial.-Conocimiento en electricidad.Licencia de conducir (deseable, no indispensable)"
Asistente En Tecnologia De La Informacion,None,/asistente-en-tecnologia-de-la-informacion-en-guayaquil-ID-1290170,None,None,"Agencia de Publicidad dedicada al Trade Marketing y BTL, requiere de Asistente en TI, para la ciudad de Guayaquil, con conocimientos en:• Microsoft Windows 10 ,11• Linux Fedora, Suse, Ubuntu, Centos, Kali Linux.• Mantenimiento, reparacion, ensamblaje de computadoras y redes.• Utilitarios Avanzado Office: Word, Excel, Power Point • Oracle structure query language PL/SQL developer • Configuracion de: Outlook, Thunderbird, seguridad de navegadores.• Aplicaciones para descargar software y drivers • Instalacion de cableado estructurado redes LAN.• Manejo de servidores y/o nubes Synology• Instalacion y Configuracion de redes Wireless e impresoras en red TCP/IP• Recuperacion de datos eliminados, danados y formateados• Eliminacion de virus.• Instalacion de software y hardware en PCs y laptops• Conocimientos de lenguajes de programacion: C, C++, Java • Conocimientos Basicos de streaming en redes sociales• Soporte Tecnico de Audio y Video en Eventos"
Operador De Fumigacion,None,/operador-de-fumigacion-en-guayaquil-ID-1290200,None,None,Requisitos indispensables:Licencia tipo B Tener titulo de BachillerBuena caligrafia para llenar los reportes Movilizacion propia para que pueda desplazarse desde su domicilio hasta la empresa.Funciones que debe cumplir:- INSPECCION DE MATERIALES ALMACENADOS EN BODEGA - IDENTIFICACION DE PRODUCTOS AFECTADOS POR TERMITA - IDENTIFICACION DE PALLETS AFECTADOS POR TERMITAS - REGISTRO Y SEGUIMIENTO DE PRODUCTO Y PALLETS TRATADOS - COMUNICACION CONTINUA CON JEFE DE OPERACIONES
Devops Engineer,None,/devops-engineer-en-puerto-quito-ID-1290267,None,None,"We are in search of a highly skilled and motivated DevOps Engineer to join our growing team. In this role, you will work closely with the CTO and engineering teams to design, implement, and maintain infrastructure and CI/CD pipelines. You will be responsible for automating and optimizing processes, ensuring the scalability, security, and performance of our systems. Reporting to the CTO, you will work on innovative projects, improve our infrastructure practices, and support the overall development lifecycle.Responsibilities  Design, implement, and maintain scalable infrastructure for cloud-based applications. Automate deployments and CI/CD pipelines to ensure seamless integration and continuous delivery. Collaborate with development teams to define infrastructure requirements and best practices. Manage cloud resources (e.g., Google Cloud, AWS, Azure) ensuring optimal cost, performance, and security. Troubleshoot and resolve issues related to system performance, network configurations, and server uptime. Implement monitoring, alerting, and logging solutions to ensure the reliability and health of production systems. Ensure infrastructure is secure, compliant, and aligned with industry best practices. Develop and maintain disaster recovery plans, backups, and redundancy measures to minimize downtime. Optimize development and deployment workflows to improve efficiency and reduce manual intervention. Participate in on-call rotations to support the operational needs of the production environment. Stay up-to-date with industry trends and emerging technologies to continuously improve our DevOps practices. Contribute to team success by supporting the broader goals of the engineering department and the company. 2+ years of experience in DevOps, system administration, or cloud engineering (or equivalent expertise with ~5000 hours of deliberate practice). Expertise in cloud platforms (CPG Preferred), including provisioning and managing resources, as well as optimizing cost and performance. Experience with containerization tools (Docker, Kubernetes) for building, deploying, and scaling applications. Strong understanding of infrastructure automation. Familiarity with CI/CD tools to automate deployment pipelines (GitHub actions preferred). Proficient in scripting and automation (Bash and Python) for infrastructure and system management. Strong understanding of network configurations, firewalls, load balancers, and DNS management. Experience implementing monitoring, alerting, and logging systems (e.g., Prometheus, Grafana, ELK stack). Knowledge of security practices related to cloud infrastructure, including IAM, encryption, and compliance. Strong problem-solving, debugging, and performance optimization skills. Excellent communication skills (Spanish, and English). Ability to work independently and remotely in a fast-paced environment. At AltScore, we believe in providing our team members with a comprehensive benefits package that supports their overall health and wellbeing. We offer the following compensation package to eligible employees: Base Salary: $2,000 - $8,000 USD per month, depending on skills according to our engineering scale L3 - L6. Performance Bonus: Based on achievement of agreed KPIs. Unlimited PTO (with an expectation of taking at least 3-4 weeks per year off) We understand that maintaining a healthy work-life balance is crucial for long-term productivity and wellbeing. Employee stock ownership plan (ESOP) - Every single employee gets an ESOP. At AltScore, we believe that every member of the company should feel like a partner from day 1. Remote: At AltScore, we are a fully remote company, and we encourage employees to work from wherever they are most comfortable and productive. Employees must work in the Americas timezone."
Ingeniero De Soporte Especializado Jr.,None,/ingeniero-de-soporte-especializado-jr-en-quito-ID-1290013,None,None,Formacion: Tercer nivel en Ingenieria o Tecnologia de la Informacion o en Sistemas Experiencia: Minimo 1 ano en cargos similaresPrincipales funciones: -Desarrollar y entregar soluciones automatizadas a las areas que lo requieran-Disenar y verificar la disponibilidad ETLs-Elaborar reportes para todos los servicios en produccion requeridos por las areas-Realizar la carga de reporteria al sistema de informacion-Atender incidentes y requerimientos de las plataformas administradas-Disenar y revisar flujos nuevos o existentesConocimiento/Capacitacion requerida:-Desarrollo de RPA's (Rocketbot)-Power Automate-Phyton-Power Apps-Soporte de aplicaciones-Base de datos SQL server y PL SQL -ETL-Reporting Services-.Net-Gestion de Seguridades de la informacion-Mineria de DatosCompetencias/Habilidades: -Trabajo en equipo-Solucion de problemas-Administracion del tiempo-Orientacion de servicio-Comunicacion efectiva-Soporte a clientes internos
Tecnico Instalador Fibra Optica Ftth,None,/tecnico-instalador-fibra-optica-ftth-en-quito-ID-1290015,None,None,Se requiere la contratacion de personal tecnico:Requisitos:-Conocimiento despliegue de fibra optica-Conocimiento Armado de cajas NAP-Armado de manga 48 H-Sangrado de Buffer-Certificacion Otrd-Instalaciones FTTH-instalaciones de radio enlace-Manejo de fusionadora-LICENCIA TIPO A Y B
Practicante Electrico/ Electronico,None,/practicante-electrico-electronico-en-manta-ID-1290018,None,None,Se solicita practicantes para area tecnica de Telecomunicaciones Curse tercer nivel Tecnico o tecnologicoSin experiencia PreviaCiudad de Manta o MontecristiGenero Masculino.Actividades coordinadas con Tecnico de campo
